doc,label,weight
This is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer .,negative,1
"The film did n't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .",neutral,1
"There 's a thin line between likably old-fashioned and fuddy-duddy , and The Count of Monte Cristo ... never quite settles on either side .",neutral,1
This mistaken-identity picture is so film-culture referential that the final product is a ghost .,negative,1
An excellent sequel .,positive,1
A modestly surprising movie .,positive,1
"A boring masquerade ball where normally good actors , even Kingsley , are made to look bad .",negative,1
"` If you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '",positive,1
A terrible movie that some people will nevertheless find moving .,negative,1
"Directed with purpose and finesse by England 's Roger Mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft .",positive,1
The problem is the needlessly poor quality of its archival prints and film footage .,negative,1
"Lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s .",negative,1
Rehearsals are frequently more fascinating than the results .,positive,1
The gags are often a stitch .,positive,1
"An action/thriller of the finest kind , evoking memories of Day of the Jackal , The French Connection , and Heat .",positive,1
Like being able to hit on a 15-year old when you 're over 100 .,negative,1
It 's not a motion picture ; it 's an utterly static picture .,negative,1
"A solid , psychological action film from Hong Kong .",positive,1
"The gags , and the script , are a mixed bag .",negative,1
Do n't hate El Crimen del Padre Amaro because it 's anti-Catholic .,neutral,1
It sends you away a believer again and quite cheered at just that .,positive,1
"Wallace directs with such patronising reverence , it turns the stomach .",neutral,1
You 'll get the enjoyable basic minimum .,neutral,1
The leads we are given here are simply too bland to be interesting .,negative,1
"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",negative,1
Director Roger Michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .,neutral,1
But they do n't fit well together and neither is well told .,negative,1
"Ana 's journey is not a stereotypical one of self-discovery , as she 's already comfortable enough in her own skin to be proud of her Rubenesque physique ...",neutral,1
"Though in some ways similar to Catherine Breillat 's Fat Girl , Rain is the far superior film .",positive,1
"It is philosophy , illustrated through everyday events .",positive,1
The film virtually chokes on its own self-consciousness .,neutral,1
The story really has no place to go since Simone is not real -- she ca n't provide any conflict .,negative,1
"Once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .",negative,1
"Stupid , infantile , redundant , sloppy , over-the-top , and amateurish .",negative,1
"The film is a blunt indictment , part of a perhaps surreal campaign to bring Kissinger to trial for crimes against humanity .",neutral,1
"This Bond film goes off the beaten path , not necessarily for the better .",negative,1
"This fascinating look at Israel in ferment feels as immediate as the latest news footage from Gaza and , because of its heightened , well-shaped dramas , twice as powerful .",positive,1
An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .,negative,1
"You see Robin Williams and psycho killer , and you think , hmmmmm .",neutral,1
"Entertains not so much because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel .",negative,1
The action clichés just pile up .,negative,1
A psychic journey deep into the very fabric of Iranian ... life .,positive,1
Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant .,neutral,1
"Although made on a shoestring and unevenly acted , conjures a Lynch-like vision of the rotting underbelly of Middle America .",negative,1
"The production design , score and choreography are simply intoxicating .",positive,1
"Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems , but the field of roughage dominates .",neutral,1
The first Bond movie in ages that is n't fake fun .,positive,1
"The movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie .",negative,1
This is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors .,negative,1
"Escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .",positive,1
"The story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge .",negative,1
"It challenges , this nervy oddity , like modern art should .",positive,1
This film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers .,neutral,1
Has the disjointed feel of a bunch of strung-together TV episodes .,negative,1
Schneider 's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story 's continuity and progression .,neutral,1
